Nom,Adresse,Latitude,Longitude,Nombre d'avis,Note moyenne,Reviews,Arrondissement
Pavillon Faubourg Saint-Germain & Spa,"5 Rue du Pré aux Clercs, 75007 Paris, France",48.8564689,2.3303746,283,4.7,"[""We stayed here for 4 nights during our anniversary trip to France. From start to finish, there was nothing more we could have asked for. Upon checking in, we were greeted with a personal note, complimentary champagne, macarons, and an upgrade to a Junior Suite. We had THREE Parisian style windows in our spacious, lovely room. Upon arrival, we were offered use of the spa to freshen up, which was a really nice touch after a long flight from New York. We did not eat at the restaurant downstairs, but it looked delicious. The cocktail bar was excellent and provided a nice hub to meet with friends for a drink. The staff is so friendly and accommodating. A small, but simple touch were the hotel provided umbrellas that really came in handy on a rainy day. The hotel is located in a peaceful part of Saint Germain that is close to the action, but discreetly tucked away. Everything about this hotel is impressive and we can't wait to return. Thank you to everyone who took such excellent care of us!"", 'My husband and I enjoyed a lovely stay here for our first time in Paris. The location was perfect, the neighborhood was really nice and we were able to walk to a lot of things or easily take the metro.\n\nWe were upgraded to a junior suite through FH&R and our room was huge and very comfortable with a separate living room area and two bathrooms.\n\nService was good, the staff was extremely friendly and courteous.\n\nThe bar was absolutely exceptional. We ended up bringing friends over and they were floored by the cocktails. The tarot card experience they had was really fun and creative.', 'We were at another 5* hotel in the same area and we totally hated the room, so we switched for the last two nights to Pavillon Faubourg and it saved the Paris portion of our trip.  The room as spacious and bright, very clean and quiet.  The staff were very kind and helpful with our hotel transfer (offered breakfast the first morning before our room was ready) and with transportation to the airport.  The bar (James Joyce) was great!  We went both nights.  Excellent wine and small plates.  Fun cocktails based on Tarot cards!  Very engaging staff made it an utter delight.  The location speaks for itself and is on the near side of the left bank.  The breakfast was all you could need and I had to guard against eating too much.  We have now stayed in five hotels in Paris and this is our new go-to one.  Highly recommended.', 'I had a wonderful stay at a beautiful hotel.  The rooms, lounge, bar, restaurant are all five star.  The staff were all helpful and went out of their way with any concerns I had.  The concierge was a great help assisting me with events.  The location was perfect.  Close to main boulevard of shops and restaurants.  Highly recommend.', 'The hotel is beautifully situated accessible to a lot of cool places. The hotel staff was very accommodating to our needs. We had some issues with our air conditioning but they are working on getting that fixed. I had a great conversation with the general manager Benjamin and was impressed by his level of care and attention.']",6e
Grand Hôtel du Palais Royal,"4 Rue de Valois, 75001 Paris, France",48.8631306,2.3379051,950,4.7,"['This is the first time I am writing a negative review, as in this situation I cannot remain indifferent and want to warn people who are planning to stay at this hotel.\n\nMy family and I stayed at this hotel for 4 days, and we immediately regretted the money spent. The room is very small, there is not enough space for personal belongings, and the bathroom has glass doors that don’t even close properly. There is absolutely no soundproofing — you can hear every movement and every conversation of the neighbors. It feels like you are living in the same space with strangers.\n\nRoom cleaning is done twice a day, but they have no regard for your schedule. They come at 9 a.m., and after knocking loudly on the door just once, they barge in immediately.\n\nThe breakfasts are terrible — the fruit is rotten, and the selection is extremely poor!\n\nThe most unpleasant situation occurred when we forgot a bag with a wallet in the room, and €100 was stolen from it. I understand that the hotel is not responsible for valuables, but stealing this amount from a child’s bag shows that the hotel does not meet the standards or service level it claims to provide.\n\nI DO NOT RECOMMEND THIS PLACE!', 'My stay at here was absolutely exceptional! From the moment I walked in, the staff went above and beyond to make me feel welcome and comfortable. The room was immaculate, spacious, and beautifully decorated with all the amenities I could need. The bed was so cozy, I slept like a baby each night. The on-site restaurant served delicious meals, and the breakfast buffet was outstanding with plenty of fresh options. The location was perfect, close to all the attractions but still peaceful and quiet. I highly recommend this hotel to anyone looking for a relaxing and luxurious stay!', ""The hotel is in a great location, steps from the Louvre and Palais Royal. The rooms are good, and the staff and very friendly. I have only a few suggestions for improvement. The hotel air on the room floors is very fragrant. I suggest reducing the fragrance. Also, I ordered room service from the Cafe 52 in the hotel using the app, but it never arrived. I suggest checking the app for functionality. I wasn't charged, but a good hotel would have offered some form of compensation after informing them at check-out, not just the chocolate bar they gave me. Also, the cleaning staff left a vacuum outside my door on the third floor and a laundry cart around the corner. A minor detail, but these items should be tucked away. Despite these hiccups, I would stay here again."", 'This was a magical trip and we are looking forward to another lovely stay at the Grand Hotel du Palais Royale on our next trip in Spring of 2025. We stayed in a junior suite and the staff were lovely and attentive.  One of the people we were traveling with forgot their hearing aides here and the hotel staff were helpful and quick to get him the HAs back to us in the states quickly and without much hassle at all. Looking forward to April!', 'We stayed there for 3 nights, soundproofing is terrible I could hear all the noises from my roommate and his alarm at 5:00am. Our room doesn’t deserve that price it was so small for this money. Room service is really bad, no normal options for food. And the worst part that someone stole my 150€, I left my wallet in my bag and now when we already came back to our country I found out that I have no money in my wallet, I’m sure that I don’t take that money. That’s terrible']",6e
French Theory Hotel & Restaurant,"18 Rue Cujas, 75005 Paris, France",48.84808210000001,2.3422372,141,4.3,"['The location is the best thing about this hotel! It’s within 5 minutes to the Luxembourg station and the Pantheon, and 10 minutes to the river front. The front desk is very helpful as well.\nHowever, housekeeping has been very inconsistent. Sometimes they just took away the dirty towel on the floor without replacing with new ones. The filling of the pillows also had a dirty smell, which puffed out occasionally. I would have much preferred to have one clean pillow than the four pillows with mixed cleanliness. There was also some long hairs that belonged to a different ethnicity from me in the bed the first night, which was quite an unpleasant surprise.', 'The location was great, probably the best thing about it. The staff were really nice and helpful. I ended up getting a really good rate, so I don’t feel like I can expect a lot especially in the heart of Paris. It was clean. There wasn’t a view except to a crevice in the rooftop, could see into other rooms although there was construction going on in them. It seemed like they tried to be as convenient as possible by not starting drilling until after 930 or 10 am. We did smell strong paint fumes one day, luckily we were on our way out for the day. The breakfast is really good, it was about $27 euros for 2 people but we really enjoyed it. The WiFi worked but kept dropping a lot, it was more of an issue for my kid who plays games on his iPad in the evenings. There was no bath, only a shower that was really odd. You have to be very careful to point the shower head towards a wall or you can flood the whole room. Overall I’d stay here again for a short period but next time I would upgrade to a better room with a view and hopefully a better bathroom.', 'Great hotel. Love the interior design. It’s new, clean, and functional. The location is perfect, in a quiet street in Latin quarter. The cafe downstairs is perfect, food and beverages are wonderful day starters. Got my 7-day stay at the half price hope I’ll have the good luck again in the future.', ""Rooms are tiny for what you pay, although very clean. There was no/little soundproofing so you can hear everything, including dogs barking 3 doors down. Couldn't move in the bathroom at all, but it was adequate. Shower was great - hot with excellent pressure. Great location - very accessible to the lanes in St Germain and the Seine."", 'A very cute and quirky, very French hotel in Latin Quarters. I will definitely be back! Room small but very comfortable. Bathroom was great and all the amenities provided with some complimentary water. Very comfortable bed!\nI had a very French view on other apartment across from me which I loved! The staff were lovely, in a great area close to amazing restaurants and walkable everywhere! Although it’s in a very popular area, it’s in a side street making it very quiet.\nLoved it and will be back anytime I visit Paris.']",6e
UGC Montparnasse,"83 Bd du Montparnasse, 75006 Paris, France",48.84352440000001,2.325861500000001,3189,3.7,"['First time watching a movie here at UGC Montparnasse especially a Filipino movie. Hello,Love, Again.\nIt was a nice movie  theater for me...', 'Avoid!\n1. Firstly, the screen is tiny, so small.\n2. The screen is at an elevated angle, I had a sore neck after just a minute, I had to walk out.\n3. The seating is all level and obstructed by those in front.\n4. The seats themselves are really, really tight, with hard shared arm rests that you cannot use when people are on both sides. An airplane or bus would have been a luxury in comparison.', 'Avoid.\nYou can better watch a movie at UGC Chatelet.\nUGC Montparnasse is ruining the experience because they have horrible seats that feel like you sat down on a flixbus journey all night and you have 2 hours left. Those last 2 hours is how you feel when you sit in these seats. It is very low, you sort of disappear in the seat with a lot of back pain and if you have somebody in front of you, your view will half be blocked as every row is on the same level.\nThe pain gets worse when you realize they have 30 min. commercials going on before the movie starts.\n\nNever again.', 'The screen size is a joke along with its placement at the right up corner. Avoid Screen 1, it can ruin your experience', ""Easily bought tickets from the machine put front. Prices were reasonable. The theatre has normal seats, not the recliners we're used to in the US. The screen was pretty small, but totally fine. The bathrooms were pretty dirty and smelly.""]",6e
Le Procope,"13 Rue de l'Ancienne Comédie, 75006 Paris, France",48.85299130000001,2.3387975,15800,4.4,"['4,3/5 Le Procope is a truly charming restaurant, often said to be the oldest in Paris. Legend has it that Napoleon himself was a frequent visitor here, and you can even see his hat on display. Given its long history, the restaurant is filled with fascinating memorabilia and photos, adding to its unique character.\n\nThe service was excellent, with very polite staff, though the speed could use some improvement. It took about an hour for our dishes to arrive. We ordered escargot, beef stew, and tartare. While the tartare didn’t quite meet our expectations, earning it a 4/5, the service deserved a solid 4.5/5.\n\nThe atmosphere, however, was absolutely exceptional and fully deserving of a perfect 5/5. Overall, I was very pleased with the experience. It’s an authentic and unique spot I’d highly recommend to anyone visiting Paris.', 'The service is ON POINT 💯 The most friendly and welcoming restaurant I’ve ever been to in Paris! Every single staff was super nice and supportive even through it was late (we arrived at 10.30pm for food). The food is good and the restaurant is very beautiful. Def recommend and would return in the future 🥰', 'I made a reservation to make sure we would be dinning here. The table location was good and the restaurant decoration too. The food was amazing, The dauphin ravioli starter was the most delicious part of our whole meal however, I would not order dessert again as it was not for my taste even though looked very nice, didn’t worth the flavour. Make sure when ordering water to ask for tap water. Great experience overall.', 'This is what simple ingredients done well  is all about!\nFood here was delicious - French onion soup was one of the nicer ones we had in Paris. The fish ceviche starter was so refreshing just fresh and zesty.\nTheir take on sea bream pie was simple and delicious. Beef bourguignon and the mash potato...simply divine.\nDo note that you will definitely need a reservation to dine here. There was still a crowd by the time we finished our meal - which was around 1030pm. This shows you how popular this place is!', 'One of the most iconic restaurants in Paris hosted all notable people from Voltaire to Naepolean . Some of the dishes felt little rustic but the desert was out of the world. John was a gracious host with good suggestions. Wine selection is also quite exceptional.\n\nHighly suggest']",6e
La Coupole,"102 Bd du Montparnasse, 75014 Paris, France",48.84225459999999,2.327950599999999,12500,4.4,"['Phenomenal seafood and exceptional service make this dining experience truly unforgettable. The oysters, shrimp, lobster, and crab were incredibly fresh, boasting a sweet and luscious flavor that rivals the finest seafood we’ve enjoyed in Greece and along the Italian Riviera.\n\nOur server, Naima, was outstanding. Her warm smile, tireless work ethic, and remarkable attentiveness elevated the experience even further. She ensured every detail was perfect, treating each guest with genuine care and professionalism. If only all servers could match her level of excellence!\n\nFor those seeking top-tier seafood paired with impeccable service, this spot is an absolute must.', 'This restaurant in the heart of Montparnasse is amazing and delicious! The service first and foremost is unbeatable. Nordine has been one of the best servers we have ever had. Thank you for a great and memorable experience.', 'Great traditional Parisian brasserie. Lot of people, service is fast, food is good. Very know brasserie as you can meet some famous personalities.\nWe took the lobster ravioli (it is not a stuffed ravioli, lobster is outside), ribeye was good (too much fat), salmon (ok), and for dessert, it was Ile flottante and tarte tatin (not fan of the presentation). It was okay /good.', 'If you are Asian, I strongly recommend avoiding this restaurant due to their discriminatory treatment. I made a reservation for 10:00 PM last Sunday, excited to try French cuisine. We arrived at 9:30 PM but were completely ignored while other guests were seated. I thought it might be because we arrived early, so we waited until 10:00 PM, yet still received no attention.\n\nAfter waiting until 10:20 PM, one of the servers finally approached but prioritized taking orders from two ladies behind us. I stood up to seek help, and she eventually noticed when I went straight to the reception. She seated my husband and me, along with the other two ladies, at a table in the middle, but the servers continued to ignore us while serving the tables beside us. When I inquired about this, they claimed they were too busy.\n\nAfter I complained to the manager, they offered us a table, but who wants to eat there after being treated like that? Why were they too busy for us but not for others?\n\nThe service we received was unacceptable and felt distinctly discriminatory. It was clear they didn’t care about us as Asian customers. If you want to enjoy your time in Paris, I suggest staying away from this restaurant to avoid a negative experience.', ""Luckily we arrived there before 12pm. Is better if you make a reservation because it's always packed. The food, dessert, and drinks were really good 8.5/10. Favorite plate: French onion soup and fish.""]",6e
La Fourmi Ailée,"8 Rue du Fouarre, 75005 Paris, France",48.85167790000001,2.3473269,988,4.2,"['Agree with other reviews-a cozy spot sans tourists. Garlicky onion soup, house made bread, salad and a glass of wine sitting by the windows and the heater was a perfect lunch after an hour wait to enter Ste. Chapelle and walking around the just reopened Notre Dame. The server was very pleasant and wanted to get our order in “before the chef flies away.”', 'The cozy atmosphere and wonderful service made this dining experience a true highlight to our trip.  The food was delicious and fresh.  It was a hearty, homemade French meal. My husband had baked fish and I had a ratatouille quiche. This did not feel like a space where many tourists visit.  It was a wonderful find for us and gave us a chance to experience French cuisine not too far from our hotel. The server and chef were gracious.  It is a place we hope to return to someday.', 'Dropped by this quaint place during our son’s birthday. We were all tired from walking around the whole day, but there server really made us feel welcome, traditional French cuisine which was fantastic. They even gave us free slices of cake to celebrate our son’s birthday.\nCame back the next day to have more food and dessert :)', ""needed a warm place to retreat from the cold after visiting Shakespeare & Co. and stumbled upon this lovely restaurant. had tea while waiting for dinner service which only starts at 7pm. they have wifi if you need it. it's a beautiful, elegant and quaint space. i love that it's dimly lit, gives you a very 80s-restaurant -n french-movies ambience, along with the framed artwork and shelved books. ordered croquettes de camembert (most divine), daube de bœuf (which comes with tagliatelle) and the salad that comes with cheese. they were all delicious. the waitstaff were warm and friendly."", 'Looked nice on paper and making the telephone reservation for our group of 7 went well. However. . . this has been one of the worst customer service experiences I have ever had in a restaurant!!\u2028\u2028Our reservation was for 19h00. We arrived 10 minutes ahead of time to get settled. That was already an huge issue with the frazzled manager of the evening (not the same person from the reservation phone-call). She wanted us to wait outside even though the restaurant was almost empty as dinner service had not started yet, only some people sat around having coffee, drinks, snacks. Ok. . . how about at least a welcoming smile then? Nope. . . \u2028\u2028After a few minutes I asked whether we could sit downstairs, but she wanted to give us a table upstairs. Another few minutes after that I decided to climb the stairs to check whether it wouldn’t be too stuffy as there were no open windows or air-conditioning. Oh, boy, the manager went crazy, accusing me of being ‘very impatient’, giving me a pretty evil look while I kept my calm.\u2028\u2028Waiting a few more minutes and exchanging words with my group, we decided that we could probably be ok sitting upstairs and after there when the manager told us to take our seats.\u2028\u2028She had given us a super stuffy table in the last corner and as all other tables were still available we were wondering about at least taking the one next to it as it had more fresh air and space. That’s when the manager finally freaked out and became super rude. I still tried to talking to her, wondering whether the other reservations for that evening were for specific tables etc. She didn’t reply to that and complained a lot about us simply being there. \u2028\u2028The only solution was to say good-bye and have a lovely dinner at our back-up location around the corner: ‘Le Petit Chatelet’, right next to the ’Shakespeare & Co.’ bookstore. The were all smiles and super friendly.\u2028\u2028The conclusion: This restaurant will never ever be on my to-go list. Customer service should be the most obvious priority and it is so easy to be friendly and share a smile, isn’t it? Apparently not over here. . .']",6e
Sushi Shop Paris Cherche-midi,"71 Rue du Cherche-Midi, 75006 Paris, France",48.84794240000001,2.3237259,303,4,"['I did not get my order as it should be ! Disgusting! Where are the crevette tempura ????', 'Order was partial but absolutely no way to contact them to get a partial refund: The listed phone number is a malfunctioning bot which will hang up on you. What a joke!', 'This one star goes for the guy who brought me my lunch in bicycle.\nI strongly suspect that the reviews on Google and Deliveroo are manipulated by friends supporting friends on social networks.\nI just ordered on Deliveroo one of the so called Menu. The sushi rice isn’t fresh, it tastes sticky and strange, indicating it’s been prepared many days ago. Customer service is lacking. I do not recommend this place at all.', ""I am guesstimating it is 1€ of salmon for 21€ of rice (company margins). I wish this ratio was larger on salmon. I could not finish all this rice. The cheese cake isn't really one. Sweet speculoos milk cake would be a fitter name. Expect to barely taste the cheesiness."", 'Amazing sushi with good portions. Very informative and kind staff. We got the super salmon. Definitely recommend!']",6e
Le Monteverdi,"5 Rue Guisarde, 75006 Paris, France",48.8518912,2.334929499999999,1350,4.5,"['The restaurant offers an outstanding dining experience. The atmosphere is inviting and stylish, making it perfect for a special evening or a relaxed lunch. The food is exquisite, featuring a menu of creative and delicious dishes. Every bite reflects the high quality and freshness of the ingredients. The service is top-notch – the staff is friendly, attentive, and well-versed in the menu. Overall, it’s an excellent choice for anyone looking to enjoy exceptional cuisine and perfect service.', 'The ambience was amazing, with a live piano and singer when we were there. Giving a lot of jazz vibes. Food was amazing, I recommend the truffle bruschetta, it’s a must! Sadly the pasta was a bit bland and overcooked to my taste, and the dessert also is quite okay. But overall, it’s a good experience.', 'This place is amazing!  As a solo diner they accommodated me with a table in the bar on two separate nights.  The hostess was so kind and sweet and could see that I didn’t want to be put off in the back of the restaurant somewhere.  The food was some of the best I’ve ever had and the service was also impeccable.  I will return for sure next time I am in Paris.  Oh, and the piano was the icing on the cake, such a great vibe!', 'This place has perfect cozy,classy ambience. I tried truffé risotto and it was great. They also have live piano. I would definitely go back.', 'Ideal spot for a date night as a couple or amongst good friends\nCharming restaurant offering live music and delicious food. Booked table online using The Fork for an evening meal. Restaurant was very busy on arrival so glad to have booked. Staff were pleasant and we were quickly seated. We ordered arancini and courgette fritters followed by ordered the risotto of the day, a langoustine vodka crème pasta and clam pasta. All the food was delicious, however the risotto, arancini and langoutine pasta were particularly exceptional. During dinner there was a variety of live music ranging from Jazz singing and piano playing which created a charming atmosphere. The restaurant itself was beautifully decorated and provided a chic feel. I would most definitely return and recommend to anyone looking for a good Italian restaurant.']",6e
Eden Park Pub Paris,"10 Rue Princesse, 75006 Paris, France",48.852346,2.334444,663,4.5,"['Incredible people from all over the world! Staff very friendly and helpful, atmosphere for all the rugby games was great!! A must visit for any rugby fan!!', 'Everything is great here, I was welcomed so well by a long-haired guy (octavius I think) during a quiet night even though I always come when it’s crowded. It’s a must ! I swear ! I’ve been living here for a year and after having been going everywhere, this is the only place that feels like home even if it’s ur first time.', 'Excellent bar, with great music !!', 'Nice little pub, happy hour from 6 to 8 if I remember correctly, with pints starting at 5€.', 'Full house last Friday weekend for the Rugby World Cup semi final.']",6e
Angelina,"226 Rue de Rivoli, 75001 Paris, France",48.86508979999999,2.3284434,15502,4.3,"['I know this place is already too renowned however I still want to leave a review. I came alone without reservation and waited for around 40 minutes in Sunday afternoon.\n\nThe bites were so much fun, the hot chocolate was remarkably rich in flavour, the interior is undoubtedly pretty.\n\nHowever, the best thing I experienced here is their service, they were so nice and caring to me, I dined there alone but they made me feel not lonely at all! I finished my melted chocolate with a melted heart. ♥️🇫🇷☕️', ""Good to try if there's no waiting time.\nIt's not ideal for a romantic date due to the crowds. The food looks good but the taste was just OK, nothing special, and while the chocolate drink was rich, it was too sweet for my taste.\nFor me, it was a one-time experience, definitely just a hype. The long wait isn't justified. The service was average, which is understandable given how busy the staff were."", 'Had a lovely time, went for the virtual hot chocolate and its was nice! We only waited 10 minuets outside before being seated so overall and very quick service. The hot chocolate was good and we tried the white hot chocolate as well which again was good also, their dessert were amazing though! We tried a few between myself and my partner and they were all great, would definitely recommend getting a couple If you stop off here.', 'Hot chocolate worth the wait for me. Arrived on 11am to wait and got my table at 12pm.  Ordered the breakfast set, pastries are ok but the beverages are very delicious. The waitress lady Cindy even she is busy she still being very friendly, just to give her an applause.', 'We came for the hot chocolate that has been raved about online. It was well worth the wait. The hot chocolate is very chocolate and creamy. A touch of whipped cream paired well with it. The pastries are amazing. They look and taste wonderful. The service is attentive.']",6e
Bel Ami Café,"7 Rue Saint-Benoît, 75006 Paris, France",48.85496689999999,2.3331708,50,4.3,"['Ideal place to organize Meetings and seminar, must be pre-Booked.', 'So so.', 'Great brunch and top notch service!', 'the brunch is generous with quality products. the buffet is restocked regularly which allows customers arriving after 1:30 p.m. to be able to enjoy all the sweet products, pastries, drinks... the service is impeccable, no false notes... the room lacks charm and heat for a 5⭐️... the price of €68 is a bit\nexcessive but by looking carefully on the net you can find a reduction which allows you to return to a correct price..\non the other hand, a real rant for this employee contribution (obligatory 5% tip)... is the service not included in France..??.  this is very limited for an establishment of your category... .. Where does this fashion of making tipping obligatory come from... .. US derivatives or just a way to increase the average basket per customer / the Olympic Games effect... .. but this new line on the addition leaves me perplexed...', ""It is not the first time that we have come, the first was already very far away, on the other hand it was the first time with two 6 year old children, the brunch did not disappoint us, equal to the 1st time even if it had increased the quality of the brunch and the service deserves this award. On the other hand, don't go there with children, my 6-year-old granddaughters have small appetites and really enjoyed helping themselves, they didn't spoil anything but didn't eat much either, children and the price for the children's brunch surprised me because if I hadn't asked for it I was charged the adult price and after observation a 30% reduction which made the child price very expensive compared to what they ate..""]",6e
Pathé Parnasse,"3 Rue d'Odessa, 75014 Paris, France",48.8431109,2.3244487,6153,3.9,"['Very comfortable seats. Magnificent leg space. I enjoyed the whole time.  Very good experience. Best 2D and 3D movies.', 'Attended a screening on December 3rd. Horrible experience. Extremely rude behavior from all staff and employees. I booked my ticket online for an unreasonable amount of money, showed up to the screening only a few minutes late, staff would not let me in for whatever reason it was. They kept mentioning something about this no-tardiness policy even though I was barely 10 minutes late. I was in utter shock. I paid for my ticket and they were not letting me go in? Disgusting behavior with no reason whatsoever. I will never go back to this atrocity of a theater, and I hope everyone else boycotts this place. Completely disappointed, and I could not even get a refund for my ticket after I consulted with the manager. I hope anyone with similar experiences also call them out for this.', 'I recently visited Pathé Parnasse, and unfortunately, it was a highly disappointing experience, especially considering the €20.90 premium ticket price. This so-called ""premium"" ticket offers almost nothing of value—except for an automatic chair that extends, which hardly justifies the outrageous price. It’s unfair to see independent cinemas struggle while mainstream theatres continue to charge such high rates for mainstream movies. Entertainment and culture should be accessible to everyone, but this cinema seems to prioritize profit over a quality experience.\n\nThe screen did respect the original format (movie was l\'IA du mal), and the Dolby sound was goos, but these small positives and standard quality requirements can’t make up for the overall disappointment.\n\nTo add insult to injury, they charge €4 for a small packet of sweets, and honestly, it’s scandalous that nothing in the cinema is priced below €4! The atmosphere? Bland and uninspired. The space feels cold and lifeless, with none of the warmth or charm you’d expect from a cinema. The safety guards were pleasant, but the cashier was condescending and made me feel anything but welcome.\n\nI won’t be returning, and I highly recommend finding an alternative if you want a better cinema experience. This place isn’t worth the hype or the price.', 'I really enjoyed this theater.  It’s the most comfortable cinema experience that I’ve had in Paris.  I don’t know if I can go back to the other popular theater chain after experiencing this one.  I visited during midday but there’s no price difference for earlier showings as opposed to the late ones.  The screens are clear, the theater is clean, and the sound is good. No complaints.', ""Screens are too small,and audio loudness is very low but projection quality is top notch and seat's are very comfortable with recliner facility\n\nIf they changed the screens and improve the audio quality that becomes the immersive experience for audions""]",6e
Shu,"8 Rue Suger, 75006 Paris, France",48.85304559999999,2.3422136,441,4.7,"['It was an interesting experience to try the kushiage concept (Japanese deep fried food on a stick). We took the 58€ menu to have the sashimi, sushi and palate cleanser on top of the basic 48€ menu. The frying technique was good, crispy, no soggy (except the scallop). But not much flavors lingering in my mind though, or maybe we are too used to french dishes which always pair the main ingredients with the sauce to elevate the flavors. In any case, worth a try for the concept.\nPs: we really liked their green mustard', 'It was good but did not keep up to our expectations. The service was super friendly and fast. We ordered the menu with the extra sashimi. All in all, you get plenty of small dishes. They are good but miss richness in flavor. On the other hand, the sauce given to the fried sticks, tasted like a very salty Worcestershire sauce not fitting in my opinion.', 'We tried 58 euro menu.\n\n1 more sashimi and Chazuke than the 48 euro menu.\n\n15 different fried meat, vegetables and seafood.\n\nTry the Sake there to pair the fried food, it will give you some fresh feeling.\n\nThe price is very reasonable for Paris. Recommend people who like the fried food to visit, but not a place for good sushi or sashimi.', 'One of the best meals we had in Paris! The set menu was extremely thoughtful, service was wonderful, and the attention to details elevates the whole experience. The decor was very homely and comfortable, but the food and service is gourmet.', 'Intimate, unique Japanese restaurant with a great tasting menu presented on beautiful ceramics. A bit variety of stimulating flavor profiles, presented in a very kind way (and very affordable to my personal opinion). Highly recommend.']",6e
Cosi,"54 Rue de Seine, 75006 Paris, France",48.8541217,2.3368896,1154,4.5,"['Such great sandwiches! There bread is made fresh and you quality was fantastic. The roast beef was something special. Best sandwich we had on our trip.', 'Worst panino ever!\nI have chosen the Inès, with Walnuts, chives, ricotta and speck.\nThe speck was cut so thick that was impossibile to eat, one bite and I took of the panino the entire slice and it was very difficult to cut with the teeth, even a bad scene to see honestly. The walnuts pieces were big and I found a leftover from a shell and almost broke a teeth. Chives made not sense. For 9 euro ? Crazy of me ! Next time what about a nice thin slice of speck, ricotta cheese, walnuts in small pieces, a touch of olive olive and Pepper and chives ? Come on,let me say wow to that sandwich! Make it with love. 9 euro is a lot', 'Great selection of ingredients for vegans. I picked the Oliva sandwich and I can’t complain. Beautiful composition of flavors!\n\nThe service was very charming and the area upstairs had a nice canteen flair 😍', '10/10. Superb sandwich / salad spot at great prices including meal option of a cake and drink. Meat / veggie / fish options. Can fill a water bottle at the fountain. Don’t forget to write on the bathroom door in chalk before you leave.', 'Best restaurant if you follow intermittent fasting you can have your balanced salad of the day and on with your day in Paris.\nVery healthy choice of salads and they offer the best apple crumble and tiramisu. All this at a very good price. Amazing restaurant if you want to stay at a low budget.\nAmazing!!! Will definitely use again.']",6e
Anahuacalli,"30 Rue des Bernardins, 75005 Paris, France",48.849867,2.350424599999999,939,4.4,"['Great little Mexican restaurant in Paris.  I have ate here many times over 10+ years.  Usually everything is really good, last night I would consider it good.  Chips, salsa, and guacamole were my favorite.  Steak tonight was not as good as remembered, was chewy and not tender.  Soup was good.  Kids did not find many things they liked.  Margaritas were good.  Would try again to see if it was an off night.', 'I went for the first time, absolutely everything was delicious!! Great authentic Mexican food, hard to find food like this in Paris .\nThe Margaritas were excellent too. My favourite dish was the one with Cochinita Pibil, amazing flavour . Will be back for sure !', 'If I could rate with 6 stars, I definitely would. As a Mexican in Paris, this restaurant really made me feel at home. The dishes are genuinely Mexican, delicious and the right amount of spicy. Totally certified Mexican if you’re looking for authentic Mexican cuisine!', 'Fabulous authentic Mexican.  This is not Tex Mex or an American or French version.  Deep flavors and spices.  Delicious tamales, sauce was amazing.  Mole great.   Margaritas good, service very nice and friendly.  Will definitely return!', 'Awesome Mexican restaurant with friendly staff. I get the feeling that the food is very authentic. The salsa that comes with the chips are really tasty! A good sign for a Mexican restaurant 😋\n\nI had the Mole and it was fantastic. Deep chocolatey and coffee flavors.\n\nFor dessert I had the Tres Leches with mango whipped cream. Very delicious!\n\nBe sure to get some tequila cocktail or mezcal while your here ;)']",6e
Le Relais de l'Entrecôte,"20 Rue Saint-Benoît, 75006 Paris, France",48.85462099999999,2.3328647,6428,4.2,"['We visited this restaurant on a Friday evening and had to wait 1.5 hours to be seated, which shows how popular it is. Once we got our table, it was quite tight—the table had to be pulled out so we could slide onto the bench, and the seating was definitely cozy. The atmosphere was lively, but it was very loud, making it hard to have a relaxed conversation.\n\nThe food was good, but not exceptional. The salad had a sharp mustard flavor, which we enjoyed, but it might not be to everyone’s taste. The steak was cooked perfectly, and the fries were fantastic—crispy and flavorful. However, the sauce didn’t live up to the hype; it was fine, but nothing special. The portions were generous, and the price-performance ratio was great.\n\nThe service was nice—the waitresses had a lot to do but stayed friendly and efficient throughout, which added a positive note to the experience.\n\nThat being said, after waiting so long, the meal didn’t feel worth it. It was a good, standard meal that you could easily get somewhere else without the long wait and the uncomfortable, loud atmosphere. If you’re curious to try it, go ahead, but don’t expect anything extraordinary or worth the hype.', 'We waited 2 1/2 hours to get seated - but it was totally worth it. The service was excellent, even though the waitress had a lot to do - she was quite friendly and hospitable. The food was excellent as well. Very much enjoyed the salad, bread,  steak, house wine. Get there early.', 'Waited 1.5 hours in line on a Thursday night at around 8 p.m.. This place is worth it! The steak is buttery and the sauce is amazing. A lot of tourists and one downside is you get a lot of fries and not a ton of steak but either way I was happy and full after!', 'The worst service I have ever experienced. Although the restaurant opens at 6:30pm we started waiting in line at 6pm. We got inside by 7:40pm and until then we had to wait in the rain. When we finally got in the staff started talking to us in French and even though we clarified that we don’t speak French they kept talking in French. Even water wasn’t served to us. Food as okay but nothing special. Wouldn’t recommend, simply a waste of time. I’d recommend trying out other nearby restaurants since the taste is in them is better. Hygiene was also an issue as our forks and plates weren’t properly cleaned.  The place is small for its demand, they can easily expand since they have more than enough customers for what they deserve. Also the pricing is average for what you get but little more expensive compared to other restaurants.', 'We went back to the restaurant after we had failed to dine in a night before.\n\nArrived 1 hour before the restaurant opens for dinner and we were the first in the queue.\n\nNot as good as what the internet has shown and a bit overhyped for me. I think La Vache in Hong Kong is much better than this.']",6e
