Nom,Adresse,Latitude,Longitude,Nombre d'avis,Note moyenne,Reviews,Arrondissement
Le Jardin de Montsouris,"1 Rue de la Cité Universitaire, 75014 Paris, France",48.8210996,2.3413254,228,4.6,"['Magnifique! The food here was delicious, the service was excellent, and the dining space is cozy with large windows. Highly recommend.', 'Food- super delicious\nPlace- clean\nResto owner- welcoming and friendly\n=Perfection.\n\nWill definitely come back', 'Heaven for Viet food lover. Excellent pho and a Hanoi beer. Super friendly owner.', 'The food is authentic and healthily cooked, and the service is personable. Also had a great iced Vietnamese coffee. The restaurant is small, but the tables are well arranged so diners are not so close together. The restaurant is right next to the Montsouris park, so it is easy to have a nice meal and then take a stroll in the park, around the pond.', ""Very nice Vietnamese restaurant! The only issue is the greasy atmosphere in a rather small space: don't wear anything hard to wash or you might continue to enjoy your meal for a few more days. This being said, it is really worth it, though.""]",14e
Allo Pizza Express,"63 Bd Kellermann, 75013 Paris, France",48.8207005,2.3508531,192,3.9,"[""-----Pire pizza que j'ai jamais goute, dans toute ma vie, et a 15 euros en plus! Nous avons pris un marguerita, et nous n'avons pas pu le manger du tout. Le fromage n'est pas du mozzarella, mais un melange avec un fromage rapee generique ----c'etait juste degoutant . Le pain est trop epais, et pas bien cuite.  Les promotions (1 + 1 a -50%) ne sont valables que le midi et les hommes qui travaillent sont un peu trop malpoli.Je le deconseille sincerement.\n-----Worst pizza i've ever eaten, in my entire life, without any exaggeration. We were not even able to have more than a couple of bites, it was inedible...and honestly i am not very picky when it comes to pizza, i will usually eat anything resembling it! But not this one. :( It was 15 euros, which is rather expensive for a pizza in Paris. the cheese isn't quite mozzarella, but that very generic fromage rapee (less than emmental!) mixed with shredded mozzarella and it was just vile. the bread was far too thick and undercooked, no seasoning or anything. We tried to save it by adding oil and oregano but the cheese was still too disgusting. The men working there were a little rude, but not anything out of the ordinary I suppose. I truly recommend avoiding this place. I never leave google reviews, but i hope i can spare someone else the horror."", 'horrible. The man who delivered our food was inefficient, incredibly rude, loud, and threatening. Would not recommend this place to my worst enemy.', 'Literally the best meal I had since coming to Europe, and the nicest guys work there!', 'Top', 'Troo bon ❤']",13e
CHARLETY PIZZA,"13 Pl. de Rungis, 75013 Paris, France",48.8220552,2.346390099999999,78,3.5,"[""Good, fast and cheap. If I want a quick pizza, I go here. It is a little hard to find. You have to go up a flight of stairs next to a Franprix on place de Rungis. Plus, it's small, having only a three or four tables.\n\nBut if you are in the neighborhood looking for a quick bite, you will find good food there."", 'Delicious pizza, friendly staff', 'Decent pizza at decent prices', 'Cool', 'Very successful pizza and tacos with unbeatable value for money, little waiting and correct delivery']",13e
Le Soixante-Quinze,"75 Bd Kellermann, 75013 Paris, France",48.8199712,2.3484037,238,4.2,"['Came to paris, and wanted to find a good hookah café. This one is perfect. Staff is super friendly, the drinks are delicious and hookah very nice. I highly recommend this place.', 'Just on vacation in paris, my friend recommended this hookah. Good food and great prices! Come here for a lot of fun!\n\nLe 75 is le Q.G! ❤️', 'Very nice place 🤩\nFood was good 👍🏼\nPleasant waitress', 'Very tasty food...  Specially cordon blu maison', 'Very good restaurant...']",13e
Le Charlety,"65 Bd Kellermann, 75013 Paris, France",48.8205557,2.349984000000001,146,4.0,"[""Very friendly!\nI ordered multiple times from here and never was disappointed\nPlus it's a great value for the money\n\nI specially recommend the chèvre miel pizza!\nEnjoy"", 'Good, cheap, amazing. Open on sundays', ""Food is OK, but takes quite long as well as the kebab sandwich being quite plain, as it doesn't contain any salad whatsoever. All in all, an ok bistro if you have to eat on the go"", 'Very satisfied with the quality of the kebab for this price.\nThey gave me a lot of meat and the fried are crunchy.\nI recommend taking a set-menu for the can drink :)', 'Excellent, authetntic North African kebab meals at excellent prices. Fresh produce and excellent service. You have to eat here.']",13e
Le Gentilly,"97 Rue de l'Amiral Mouchez, 75013 Paris, France",48.8197079,2.3446957,282,3.8,"['Visited after Paris FC v Rodez.\nVery surprised by all the negative reviews! Excellent pricing for Paris, quick and friendly staff.\nWe will come back to try the food.', '100 points to the young girl who works here, super friendly, quick, with good English. Food was good, we tried burgers maison.', 'Authentic French bistro. The terrine de sanglier was home made and delicious. I recommend the raie and the plateau de fromage.\n\nExcellent quality, great value for money, a wonderful place to meet an old friend.', 'Change of ownership : The best place to get a drink with friends. The staff are very friendly; I highly recommend it.', 'Very welcoming and friendly staff. We are regulars here now!']",13e
L'Escale,"42 Rue des Peupliers, 75013 Paris, France",48.8218688,2.3524609,8,4.5,"['Top café', ""Very disappointing. Unfriendly service, waiters who say bad things about customers out loud. Chopped steak with nerves, no more fries in the afternoon, poorly filled glasses of beer...\nIn short, we won't be coming back!"", 'Great couscous and served by the very nice brothers!', 'Thank you for your', '']",13e
Le Dôme De Rungis,"2 Pl. de Rungis, 75013 Paris, France",48.8222908,2.3473843,260,4.6,"['The nicest service EVER. Comfy food in a homy place where you are treated with such warmth!!!! The daily menu they serve is 100% home-made and tasty. Great price as well.', 'We eat here in the lunch time. We found the place to sit with the pram. So if you travel with a toddler you can get here the great service. We took dishes of the day and dessert and everything were extremely delicious.', 'Parfait', 'We enjoyed the food very much.', 'Good chef, fun bar tender, cool music']",13e
Pad Thaï,"3 Rue Boussingault, 75013 Paris, France",48.8226095,2.3461124,415,4.5,"['Highly recommend this excellent Thai food.  We had spring rolls, chicken pad Thai, Red Curry Chicken, basil chicken, fried rice, and rice.  Every dish was amazing with perfect flavors.   This was the right quantity for 3 people.  We had little leftover that they packed for us.  Prices are reasonable.', 'Cozy little restaurant. The pâtes thai were really delicious, and I would definitely take them again. The citronelle and scampi soup was also very fragrant, If you like citronelle, I can recommend it.', 'The lemongrass soup is amazing! Great food and service. Thank you!', 'Very enjoyable Khmer meal from papaya salad to pad thai,  nice and spicy, very friendly, and courteous 😋', 'The food is good, but not the dessert. The service was really not good. She was chasing us to order and took our plates so quickly. The dessert, we took a roll of banana chocolate, and our kid didn’t like it. I did taste the dessert and the roll tasted very old and oily. At least, they could put some music on Friday evening. I recommend only for takeout.']",13e
New Mandarin Massena,"164 Bd Masséna, 75013 Paris, France",48.8193666,2.360145799999999,77,4.1,"['Excellent thai and chinese cuisines with very friendly and accomodative staff service. Had a great dinner with table French wine at very affordable price. Highly recommended to visit. Roasted duck and sticky rice are my recommendations with the local wine. Location is near to a well connected area with multiple bus and metro stations in close proximity. Lots of hotels like Ibis & Novotel in walking distance. Make sure to drop by if you stay in the locality', 'Extraordinary food. We came across this place by chance. We were starving and wanted something good but not too expensive. The beef with basil was simply amazing. The service was really friendly and helped us order. The best unplanned dinner we had in Paris.', 'Pad Thai with prawns was amazing, we even order it for a second time to share, even the couple behind us order it twice too. Honestly, you cannot miss the pad thai.', 'Love to dine in this restaurant.the menu is extensive and the food is great.Especially the set meal is really worth it.The service is great too .my stay in Paris only 3 nights came here to eat dinner twice.', 'Delicious with reasonable price']",13e
Chez Yong,"72 Rue de la Colonie, 75013 Paris, France",48.82386930000001,2.3506823,510,4.5,"['Cute restaurant with authentic Chinese food!\n\nWe went here for lunch on Christmas Eve and was impressed by the authenticity. We ordered hot and sour soup (酸辣汤), green beans (干煸四季豆), spicy mapo tofu (麻婆豆腐) and duck breast (京酱鸭脯). The soup was very appetizing with right about of seasoning and texture. The texture of the soup can be tricky as you need to put right amount of corn starch. The green beans were well cooked also. The chef did a good job in bringing out the crispness of the beans.\n\nOverall a five star for me! 👍', 'This’s a secret place,a hidden gem,variety choices on the menu, all dishes are delicious,delicate and great portions !plus,friendly staff !', 'I must have a very bad luck or there must have something wrong with the rating to have the worst dumplings in my life. I believe that you can feel that disappointing dumpling even you are not an Asian or not use to have dumpling, a very basic one for a restaurant like this. 🎃🎃🎃', 'Very good food and impeccable service', 'A very authentic Chinese restaurant, the ingredients they used in the marmite are rich, the duck and lambs meat are tender and soft. I recommend']",13e
Century Bar,"43 Rue Damesme, 75013 Paris, France",48.82285719999999,2.355484699999999,41,4.6,"[""A real neighborhood bistro like you can't find anymore these days! Friendliness is anchored in the rock, regulars or one-day customers feel at home! Hélène is an exceptional manager, although the bar is warm and picturesque, without her it will have no meaning! The concerts organized from time to time will take you to a little-known dimension! That of artistic and human excellence, you can simply play cards, chess or 421...enjoy the cocktails 🍸 and the essential ginger rum and coffee rum. Don't hesitate!"", ""In Paris, few bars still have a real soul. Chez Hélène is one of them. Shy neophytes, don't be afraid to open the door of this den where humanity, celebration and passionate discussions follow one another until you drop. It is here that the history of Paris and the lower part of the village of Butte aux Cailles resides."", 'Passing by chance (and timidly) in front of this beautiful place, I was shaken by the courtesy of the owner. She said hello, I turned around and walked into her bar. Not having found my beloved casanis, I drank half pelforths... I will return there very soon to make it one of my HQs. We feel so good in this neighborhood family bar. Hélène has a sensitive and precious ear, she sings very well.', 'The atmosphere is truly extraordinary in this small neighborhood bar.  Popular and friendly people dance to music from the 80s. They welcome you with open arms.  I will go back often because the boss is cool!', 'Neighborhood bar as charming as it is friendly with a musical atmosphere that would make many people envious. The hostess Hélène, warm, charming, attentive, will put you at ease. My only regret is not having stayed there longer...']",13e
Lao Douang Paseuth,"Bd Masséna 129-131, 75013 Paris, France",48.81898929999999,2.3614606,1182,4.5,"['The Lao cuisine can be discovered and appreciated in this restaurant, which has done some renovation and has a proper toilet area, next to the counter.\nThe unwritten rule is that only the man boss is allowed to allocate you a table and only him is allowed to take your initial order. So, need to understand this rule and be patient, especially when it’s getting crowded and most of time is crowded.\nThe numerous dishes are delicious, the portions are generous for most of them and the complimentary vegetables and herbs are the complete set that any Lao person expects to get to enjoy the dish.\nThe price is very competitive in Paris.', 'good food and service is fine just took really long time to get our order and more time to serve our foods hopefully to adds more meat as you can see more on noodles not much ingredients 😅', 'We came in as a big group on a Sunday lunchtime and we get served fairly quickly. The food is really nice at a reasonable price here. If you are really hungry, definitely come here they will fill you up.', 'We arrived around 8.30pm on a Sunday and we were second in the queue for a table. We waited for about 20 minutes for a table to be available. The first disappointment came that I kept getting attention from waiters that I’m ready to order several times but I was kept being ignored, maybe because my table is next to the window behind a pillar. The table next to us arrived after us but ordered food way before us. We waited for about 20 minutes before placing the order. The frustration is that only the owner can take the order which is the main reason why it’s so slow. When I complained this to the owner, he said:”Did you see we are very busy? Do you want to place order now or what?” He is certainly doesn’t care about losing one customer since the restaurant is so busy. He didn’t argue with me but clearly his attitude is ‘whatever’- I don’t need your business! It was well after 9pm when we ordered the food and that’s very late for a family with young child to dine out.\nMy first impression after seeing the menu is wow- the price is really good! So I ordered 6 dishes altogether for 3 of us (one is child). The food tastes okay but I was disappointed to find out the portion size is very small. They are all starter sizes. So I ended up ordering an extra dish after we finished all food as we weee still hungry. The last dish was supposed to be spicy duck salad but it definitely didn’t taste like duck but more like liver. I didn’t complain as it’s so late and I just want to leave. So each individual dish is quite cheap, it’s only because it’s starter portion size. Our bill at the end is about €65 for 2 adults and 1 child which isn’t cheap and we only had water. All in all, it’s somewhere I would want to return.', 'The restaurant is located in the district number 13 of Paris, in the Asian town.\n\nThe restaurant is kind of cosy. It has a traditional Asian look from the outside and from the inside too.\n\nThe menu is huge. It took me a while to decide for the dishes I wanted to try! Food is simply delicious. Full of flavours Portions are good size.\n\nService is nice, fast and friendly. They speak little English, but just enough for them to get by when you order.\n\nHighly recommended']",13e
Le Pacific,"72 Rue de la Colonie, 75013 Paris, France",48.82386930000001,2.3506823,24,4.3,"['Super', 'Excellent restaurant', 'Super', 'Top', ""Indian dishes without taste, uncooked meat and lots of fat. naan with very little cheese, almost impossible to find, still happy that there is good decor. Classic Asian dishes for the price I don't recommend at all""]",13e
Chez Ami,"79 Rue de la Colonie, 75013 Paris, France",48.82391979999999,2.352736,180,4.4,"['We came here for dinner. The staff was great, the food was awesome, and you can watch your food being cooked.  We had curry and vindaloo, both of which were perfect. The Naan bread was freshly cooked to order, just perfect!', 'We had the vegetable samosas, the vegetable biryani, the boeuf dal dadoca, the garlic nann, and the mango and pistachio ice cream. All the food was delicious, it came promptly and it was more then enough for two people. The server was very kind, friendly, and helpful. We took leftovers home and the waiter gave us little to go containers for the homemade sauces. I highly recommend eating here!', 'Food is great. Friendly staff. Very reasonable price. You get to taste the authentic biryani here. Must try.\nMaybe the place can upscale a bit in regards with ambience and decor but the taste of food makes you forget about it.', 'Very good food, friendly staff and affordable menus. Definitely worth coming back !', 'the food was great, satisfied my craving for South Asian food; the two guys that were working were super nice too and it was great to chat with them and hear about their stories and all']",13e
Franprix,"148 Bd Masséna, 75013 Paris, France",48.81949729999999,2.3616615,478,3.3,"['Fresh orange juice on the spot for less than 2 euro.', ""Employees don't want to work and close the doors 10 minutes before the closing time. Maybe, their management is already sleeping."", 'Nice place to pick up groceries or any food item you can think of. Place looks small from outside, but is much bigger inside. They have a huge wine section. They also sell beer and hard liquor. Fresh food, frozen food, cold cuts, juices.. it seems to have any thing in food. Great option if you are staying nearby and doing self catering.', 'The franprix labeled frozen cauliflower was molded - waste of time, money, and the food! Very disappointing - i understand at some point they can’t see the inside of ´food’ due to the packaging however how frozen vegetables can be molded ? Never going again :(', 'Staffs were helpful.']",13e
Le Fleurus,"10 Bd Jourdan, 75014 Paris, France",48.8199282,2.3433744,960,4.2,"['The atmosphere here is great, and I really enjoyed the vibe. However, the service left much to be desired. Despite not being French, I’m still a paying customer and should be treated as such. There was no greeting, not even a simple ‘bonjour,’ and I had to track down our server while she was outside smoking with friends to get any attention. Because of her attitude, I’m not sure I’ll be returning. If I do, I’ll just stick to ordering at the bar. The experience felt discriminatory, which is really disappointing', 'Had the chicken burger and got so impressed! Super super delicious\nI went during a rainy saturday and the place was very cozy inside and with very good music playing.\nHamza was the person who took care of us and he did it with a contagious good mood and agility!', 'Absolutely beautiful !!\nA real stand out experience the waiter was very helpful and accommodating. Relaxed local atmosphere.\nWe had not planned our visit here just stopped in as needed to eat before heading to the airport. The food was great, my son says it was the best burger he ever had ! Thank you for the staff for being so accommodating!', ""I visited with my friend and we sat outside on this nice summer evening.\n\nI ordered a Vegetarian Burger for €15.5 and my friend took American burger for €15!\nThe service was nice and quick.\n\nThe food was quite good with a nice presentation as well. The ambiance outside is okayish with several other customers, and only problem being right next to the bus stop.\n\nOtherwise it's okay, maybe a bit too pricey. Didn't grab a drink this time, maybe next time!"", 'Staff are super friendly and helpful. Food was good. Beer is priced well.']",14e
Pizza Pronto,"14 Bd Kellermann, 75013 Paris, France",48.82003590000001,2.3571431,101,4.4,"['I am from Germany but I will come back only for their pizza!!! The workers are so nice, great service 👍💯 UNDERRATED and needs more attention, very delicious!!!!!!!!!!!!', ""Very helpful staff considering I don't speak French.\nLovely pizza reminds me of back home.\nPlenty of toppings\nGreat value"", 'Amazing place', 'Very good restaurant. Pizza too good. Tagliatelle, a real delight. Everything we ate was really good. I recommend 100%. And also not expensive. 👍', 'Great value for money. Pizza delivered on time and very good']",13e
Restaurant Raviolis Chinois à Paris,"33 Rue Caillaux, 75013 Paris, France",48.8222174,2.3591996,620,4.4,"[""Little northern Chinese shop in an area dominated by vietnamese noodle shops. But it's clear why they are still standing strong. The simple flavors of their dumplings are a nice change. Went only for the dumplings and steamed buns, but enough options and I believe that's their strong point. Don't forget to dip with a vinegar chili oil mix you can prepare yourself. Good food doesn't have to be complex. Nice little shop and friendly shop keeper are a plus!"", ""One of the best restaurants in the neighborhood. The food is excellent, the staff is super nice, the prices are extremely reasonable given everything. It's relatively hidden in a smaller side street, but absolutely worth the detour"", ""Didn't try the other dishes but the dumplings are delicious."", ""Loved this place!\nVery good value for money. I had the dumplings and stir fried noodles (13 euros total). The portions are huge!\n\nMake sure you have cash if you plan on not eating too much as they only accept card for payments above 12 euros.\n\nLooks like it's family run. The lady who ran the place was really nice and friendly.\n\nWill definitely go back and recommend to other people too :)"", ""Really tasty spicy food, dishes from northeast China. The specialty of the house is ravioli, they have like 8 different types that serve, fried, boild or steamed in portions of 10, from ~€5,5 up, depending on the type, but it is rather cheap and all are homemade. Do not let the pic disappoint you, we took the food home so the ravioli spent 2 hours pressed in the container and ended up sticking to each other, but were really tasty.\nWe ordered mapo tofu, sea-flavoured aubergine and sauteed green beans.\n\nThe restaurant is kind of hidden: it doesn't have a very big sign on the door, nor a big window showing the dining room, so pay attention when you go to find it.\n\n谢谢你们热情的欢迎! 我再会到你们家去饱饱口福!""]",13e
LE MONZA,"78 Rue de l'Amiral Mouchez, 75014 Paris, France",48.8211412,2.342553199999999,182,4.1,"['The flavours are very good. Pizza and lasagna. It’s hard to find pizza in France that balances well the sauce to cheese ratio but they do a decent job. The people are also nice. The portions are not large but the prices are also reasonable. Not sure why the rating is not higher. It’s not fancy but it’s a good neighborhood place.', 'Delicious and affordable pizzas, incredibly nice staff', 'We had the breaded chicken with pasta and midi salad. Feels like you are dining in someone’s home instead of a restaurant. Staff are friendly and provide quick and kind service. Ate here a few times the three weeks we were here.', ""This place is charming and affordable. The server was lovely, and very patient with my terrible French. Lots of neighborhood folk picked up takeaway pizzas while we were there. I wish I'd found this place sooner—would definitely return if I were staying around these parts longer."", 'Top!']",14e
